year, month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct, weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted, arr_delay, carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2013,11,AS,Alaska Airlines Inc.,OTZ,"Kotzebue, AK: Ralph Wien Memorial",58,14,4.31,0.76,6.55,0,2.38,2,0,640,140,29,158,0,313
2013,11,AS,Alaska Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",357,39,7.81,0,29.41,0,1.78,0,0,2205,686,0,1375,0,144
2013,11,AS,Alaska Airlines Inc.,PSP,"Palm Springs, CA: Palm Springs International",165,11,4.1,0,3.05,0,3.85,0,0,686,306,0,97,0,283
2013,11,AS,Alaska Airlines Inc.,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",284,19,8.6,0.99,4.06,0,5.35,2,0,836,360,97,100,0,279
2013,11,AS,Alaska Airlines Inc.,BUR,"Burbank, CA: Bob Hope",89,3,1.5,0,1.5,0,0,0,0,69,39,0,30,0,0
2013,11,AS,Alaska Airlines Inc.,ONT,"Ontario, CA: Ontario International",81,6,3.43,0,1.67,0,0.9,2,0,258,178,0,43,0,37
2013,11,AS,Alaska Airlines Inc.,ADK,"Adak Island, AK: Adak",8,2,0,0,1,0,1,2,0,70,0,0,29,0,41
2013,12,AS,Alaska Airlines Inc.,BOS,"Boston, MA: Logan International",113,13,3.73,2,6.27,0,1,0,0,463,171,115,161,0,16
2013,12,AS,Alaska Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",3745,483,98.44,20.31,220.1,1.29,142.86,6,7,23489,6322,1256,6729,70,9112
2013,12,AS,Alaska Airlines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",31,3,0,0.38,2.62,0,0,0,0,122,0,24,98,0,0
2013,12,AS,Alaska Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",121,17,2.43,0.66,10.91,0,3,0,0,744,69,74,522,0,79
2013,12,AS,Alaska Airlines Inc.,PDX,"Portland, OR: Portland International",1036,115,22.55,2.7,56.83,1.48,31.44,3,0,5520,1439,161,1620,34,2266
2013,12,AS,Alaska Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",62,5,2.82,0.6,1.57,0,0,0,0,206,129,29,48,0,0
2013,12,AS,Alaska Airlines Inc.,PHL,"Philadelphia, PA: Philadelphia International",31,8,3,0.76,4.24,0,0,0,0,417,73,26,318,0,0
2013,12,AS,Alaska Airlines Inc.,ADQ,"Kodiak, AK: Kodiak Airport",52,5,2,1.93,1.07,0,0,7,0,356,106,226,24,0,0
2013,12,AS,Alaska Airlines Inc.,ANC,"Anchorage, AK: Ted Stevens Anchorage International",1117,265,60.61,12.89,109.32,2.08,80.1,20,1,11613,2520,839,3415,63,4776
2013,12,AS,Alaska Airlines Inc.,BET,"Bethel, AK: Bethel Airport",78,12,3.99,2.01,5.07,0,0.93,4,0,381,113,90,110,0,68
2013,12,AS,Alaska Airlines Inc.,BRW,"Barrow, AK: Wiley Post/Will Rogers Memorial",76,29,3.1,1.21,11.99,0.3,12.39,6,1,1256,236,37,445,12,526
2013,12,AS,Alaska Airlines Inc.,SCC,"Deadhorse, AK: Deadhorse Airport",76,24,5.51,2.67,7.54,0,8.27,3,4,937,339,83,253,0,262
2013,12,AS,Alaska Airlines Inc.,FAI,"Fairbanks, AK: Fairbanks International",319,79,26.09,1.8,30.51,0,20.6,1,0,3613,1210,119,988,0,1296
2013,12,AS,Alaska Airlines Inc.,JNU,"Juneau, AK: Juneau International",296,73,14.21,4.74,25.67,0,28.38,5,3,3343,837,243,871,0,1392
2013,12,AS,Alaska Airlines Inc.,KTN,"Ketchikan, AK: Ketchikan International",184,50,11.89,2.17,24.48,0.81,10.65,2,1,1788,482,66,662,21,557
2013,12,AS,Alaska Airlines Inc.,YAK,"Yakutat, AK: Yakutat Airport",60,11,1.44,0.27,1.38,0,7.91,1,4,900,203,9,98,0,590
2013,12,AS,Alaska Airlines Inc.,CDV,"Cordova, AK: Merle K Mudhole Smith",60,14,1,4.45,3.89,0,4.65,2,1,1084,37,307,172,0,568
2013,12,AS,Alaska Airlines Inc.,SIT,"Sitka, AK: Sitka Rocky Gutierrez",90,23,4.1,1.1,7.82,0,9.97,2,0,919,170,61,239,0,449
2013,12,AS,Alaska Airlines Inc.,PSG,"Petersburg, AK: Petersburg James A Johnson",60,15,2.39,3.03,2.46,0,7.12,1,2,696,200,113,153,0,230
2013,12,AS,Alaska Airlines Inc.,WRG,"Wrangell, AK: Wrangell Airport",60,13,1.49,1.86,1.97,0,7.68,1,2,620,40,48,71,0,461
2013,12,AS,Alaska Airlines Inc.,BLI,"Bellingham, WA: Bellingham International",77,5,0.69,0,1.49,0,2.82,0,1,329,16,0,52,0,261
2013,12,AS,Alaska Airlines Inc.,SAN,"San Diego, CA: San Diego International",434,47,8.88,1.55,28.08,0,8.49,1,4,1721,420,75,961,0,265
2013,12,AS,Alaska Airlines Inc.,OAK,"Oakland, CA: Metropolitan Oakland International",202,10,4.82,0,2.29,0,2.9,0,1,703,218,0,64,0,421
2013,12,AS,Alaska Airlines Inc.,LIH,"Lihue, HI: Lihue Airport",100,3,1,1.52,0.48,0,0,0,0,259,156,83,20,0,0
2013,12,AS,Alaska Airlines Inc.,HNL,"Honolulu, HI: Daniel K Inouye International",245,17,6.39,1.88,5.1,0,3.64,0,1,1103,432,194,175,0,302
2013,12,AS,Alaska Airlines Inc.,OGG,"Kahului, HI: Kahului Airport",261,10,2.21,2.91,3.12,0,1.76,0,1,755,68,455,93,0,139
2013,12,AS,Alaska Airlines Inc.,KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",106,7,2.81,1,0.3,0,2.9,0,1,510,193,89,34,0,194
2013,12,AS,Alaska Airlines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",323,34,11.6,0,10.8,0,11.6,0,1,1126,444,0,245,0,437
2013,12,AS,Alaska Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",123,14,1.67,2.57,4.79,0,4.97,0,2,959,166,134,195,0,464
2013,12,AS,Alaska Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",54,17,3.62,1.88,10.01,0,1.49,0,0,863,104,78,610,0,71
2013,12,AS,Alaska Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",500,48,21.17,1.33,18.53,0,6.98,0,0,2566,1660,183,522,0,201
2013,12,AS,Alaska Airlines Inc.,MCO,"Orlando, FL: Orlando International",61,5,1,0.87,3.13,0,0,0,0,144,28,34,82,0,0
2013,12,AS,Alaska Airlines Inc.,OME,"Nome, AK: Nome Airport",58,18,3.9,1.68,4.01,0.13,8.28,1,0,915,309,103,135,3,365
2013,12,AS,Alaska Airlines Inc.,OTZ,"Kotzebue, AK: Ralph Wien Memorial",58,9,1.62,0.04,6.5,0,0.84,1,0,378,113,6,139,0,120
2013,12,AS,Alaska Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",339,35,6.73,2.85,17.28,0,8.14,1,1,1725,288,173,793,0,471
2013,12,AS,Alaska Airlines Inc.,PSP,"Palm Springs, CA: Palm Springs International",149,15,7.5,0.44,2.6,0,4.45,0,0,937,567,15,101,0,254
2013,12,AS,Alaska Airlines Inc.,SMF,"Sacramento, CA: Sacramento International",149,5,0.88,0.19,2.12,0,1.82,0,0,154,14,11,69,0,60
2013,12,AS,Alaska Airlines Inc.,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",284,14,4.98,3,4.02,1,1,1,0,588,237,206,99,31,15
2013,12,AS,Alaska Airlines Inc.,BUR,"Burbank, CA: Bob Hope",93,7,2,0.78,1.13,0,3.09,0,0,412,63,42,43,0,264
2013,12,AS,Alaska Airlines Inc.,ONT,"Ontario, CA: Ontario International",75,5,2.26,0.46,0.54,0,1.74,0,0,334,235,12,14,0,73
2013,12,AS,Alaska Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",351,29,13.26,0.85,7.49,0,7.41,0,0,1867,1007,275,276,0,309
2013,12,AS,Alaska Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",206,18,11.34,1.62,3.24,0,1.8,0,0,654,451,60,104,0,39
2013,12,AS,Alaska Airlines Inc.,TUS,"Tucson, AZ: Tucson International",31,5,3.05,0,0.99,0,0.96,0,0,151,106,0,19,0,26
2013,12,AS,Alaska Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",102,11,2.1,1.63,4.3,0,2.97,2,0,873,150,237,297,0,189
2013,12,AS,Alaska Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",31,3,1,0,1,0,1,0,0,107,75,0,17,0,15
2013,12,AS,Alaska Airlines Inc.,DEN,"Denver, CO: Denver International",124,12,5.04,0.89,6.07,0,0,0,0,371,134,32,205,0,0
2013,12,AS,Alaska Airlines Inc.,SAT,"San Antonio, TX: San Antonio International",31,1,0,0,0,0,1,0,0,46,0,0,0,0,46
2013,12,AS,Alaska Airlines Inc.,GEG,"Spokane, WA: Spokane International",94,17,8.74,0.45,6.28,0,1.53,0,0,474,299,10,123,0,42
2013,12,AS,Alaska Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",62,7,2,1,4,0,0,0,0,633,112,37,484,0,0
2013,12,AS,Alaska Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",31,9,2,0.65,5.34,0,1,0,0,286,97,34,120,0,35
2013,12,AS,Alaska Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",62,5,3.97,0,1.03,0,0,0,0,415,393,0,22,0,0
2013,12,AS,Alaska Airlines Inc.,STL,"St. Louis, MO: St Louis Lambert International",31,1,0.25,0,0.75,0,0,0,0,24,6,0,18,0,0
2013,12,AS,Alaska Airlines Inc.,MCI,"Kansas City, MO: Kansas City International",31,3,0.77,0,1.58,0,0.65,0,0,136,43,0,67,0,26
2013,12,AS,Alaska Airlines Inc.,ADK,"Adak Island, AK: Adak",9,2,0,0.86,1.14,0,0,1,0,62,0,36,26,0,0
2013,7,AS,Alaska Airlines Inc.,OGG,"Kahului, HI: Kahului Airport",248,26,6.65,1.89,11.44,0,6.02,5,0,1395,499,375,282,0,239
2013,7,AS,Alaska Airlines Inc.,ANC,"Anchorage, AK: Ted Stevens Anchorage International",1522,184,55.19,0,43.53,8.11,77.16,13,0,8109,2587,0,1114,221,4187
2013,7,AS,Alaska Airlines Inc.,LIH,"Lihue, HI: Lihue Airport",93,8,4.51,0,3.49,0,0,3,0,222,153,0,69,0,0
2013,7,AS,Alaska Airlines Inc.,SAN,"San Diego, CA: San Diego International",566,132,32.21,1.98,75.54,0,22.27,2,2,5708,1593,498,1997,0,1620
2013,7,AS,Alaska Airlines Inc.,BOS,"Boston, MA: Logan International",155,32,7.35,0,24.65,0,0,0,1,1146,436,0,710,0,0
2013,7,AS,Alaska Airlines Inc.,PDX,"Portland, OR: Portland International",971,121,25.57,0.86,36.56,1.14,56.87,6,1,7320,2253,31,1251,38,3747
2013,7,AS,Alaska Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",61,5,1.96,0,3.04,0,0,0,0,389,260,0,129,0,0
2013,7,AS,Alaska Airlines Inc.,GEG,"Spokane, WA: Spokane International",93,17,10.37,0,3.88,0,2.75,0,0,717,462,0,96,0,159
2013,7,AS,Alaska Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",4568,569,130.05,9.03,206.81,4.91,218.2,25,1,25551,8308,537,5601,129,10976
2013,7,AS,Alaska Airlines Inc.,DEN,"Denver, CO: Denver International",186,14,4.3,0,7.79,0,1.91,0,0,489,179,0,221,0,89
2013,7,AS,Alaska Airlines Inc.,ONT,"Ontario, CA: Ontario International",93,23,3.24,0,17.43,0,2.33,1,0,615,125,0,414,0,76
2013,7,AS,Alaska Airlines Inc.,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",306,27,4.92,0.5,18.95,0.93,1.69,2,0,774,308,12,409,14,31
2013,7,AS,Alaska Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",648,131,23.23,0,86.41,0,21.36,1,0,4193,1318,0,1911,0,964
2013,7,AS,Alaska Airlines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",359,72,11.66,1.95,39.4,0,18.99,2,3,3552,478,1126,1036,0,912
2013,7,AS,Alaska Airlines Inc.,SMF,"Sacramento, CA: Sacramento International",185,38,6.62,0,24.7,0,6.68,1,0,1098,247,0,600,0,251
2013,7,AS,Alaska Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",385,136,14.6,3.22,103.7,0,14.48,1,21,8256,701,290,6215,0,1050
2013,7,AS,Alaska Airlines Inc.,FAI,"Fairbanks, AK: Fairbanks International",362,31,9.64,0,7.72,0,13.64,1,0,1319,515,0,198,0,606
2013,7,AS,Alaska Airlines Inc.,OTZ,"Kotzebue, AK: Ralph Wien Memorial",92,19,5.55,0.95,4.87,0,7.63,0,2,855,295,36,137,0,387
2013,7,AS,Alaska Airlines Inc.,OME,"Nome, AK: Nome Airport",92,19,1.95,0.26,5,0,11.79,1,2,748,90,11,132,0,515
2013,7,AS,Alaska Airlines Inc.,JNU,"Juneau, AK: Juneau International",487,65,18.4,0.9,18.11,3.21,24.38,3,0,2821,1006,85,531,118,1081
2013,7,AS,Alaska Airlines Inc.,KTN,"Ketchikan, AK: Ketchikan International",244,31,10.63,1,6.06,0,13.31,0,0,1221,416,56,165,0,584
2013,7,AS,Alaska Airlines Inc.,SCC,"Deadhorse, AK: Deadhorse Airport",80,7,3.94,0.97,0.99,0,1.09,3,3,276,113,108,31,0,24
2013,7,AS,Alaska Airlines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",31,3,0,0,3,0,0,0,0,49,0,0,49,0,0
2013,7,AS,Alaska Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",151,15,2.97,0,12.03,0,0,0,0,550,129,0,421,0,0
2013,7,AS,Alaska Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",124,13,2.47,0,10.53,0,0,0,0,358,83,0,275,0,0
2013,7,AS,Alaska Airlines Inc.,HNL,"Honolulu, HI: Daniel K Inouye International",279,35,6.59,1.98,22.9,0.98,2.56,5,2,1265,325,269,540,42,89
2013,7,AS,Alaska Airlines Inc.,STL,"St. Louis, MO: St Louis Lambert International",31,3,0,0,3,0,0,0,0,57,0,0,57,0,0
2013,7,AS,Alaska Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",31,11,2.64,0,7.36,0,1,0,0,418,199,0,195,0,24
2013,7,AS,Alaska Airlines Inc.,BLI,"Bellingham, WA: Bellingham International",62,5,0,0,2.06,0,2.94,0,0,112,0,0,32,0,80
2013,7,AS,Alaska Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",424,71,20.15,0,40.23,0,10.63,1,0,2666,1157,0,989,0,520
2013,7,AS,Alaska Airlines Inc.,PSG,"Petersburg, AK: Petersburg James A Johnson",62,8,2.73,0,2.38,1,1.89,0,1,231,68,0,40,33,90
2013,7,AS,Alaska Airlines Inc.,WRG,"Wrangell, AK: Wrangell Airport",62,7,1.43,0.53,2.54,0,2.5,0,0,248,49,9,54,0,136
2013,7,AS,Alaska Airlines Inc.,YAK,"Yakutat, AK: Yakutat Airport",62,4,0.09,0,1.66,0,2.26,0,0,190,6,0,45,0,139
2013,7,AS,Alaska Airlines Inc.,BET,"Bethel, AK: Bethel Airport",83,7,2.95,1.89,2.16,0,0,4,0,280,107,132,41,0,0
2013,7,AS,Alaska Airlines Inc.,MCO,"Orlando, FL: Orlando International",60,13,4.04,0,7.64,0,1.32,0,0,465,168,0,247,0,50
2013,7,AS,Alaska Airlines Inc.,OAK,"Oakland, CA: Metropolitan Oakland International",217,29,4.09,1.46,10.46,1,11.99,1,0,1853,203,85,290,19,1256
2013,7,AS,Alaska Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",62,5,1,0,3,0,1,0,0,212,113,0,51,0,48
2013,7,AS,Alaska Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",93,11,4.09,0,6.91,0,0,0,1,433,227,0,206,0,0
2013,7,AS,Alaska Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",185,44,8.27,0.52,32.16,0,3.05,0,0,1333,415,13,821,0,84
2013,7,AS,Alaska Airlines Inc.,BUR,"Burbank, CA: Bob Hope",92,15,4.35,0,6.93,0,3.71,0,0,606,292,0,161,0,153
2013,7,AS,Alaska Airlines Inc.,PSP,"Palm Springs, CA: Palm Springs International",61,20,0.32,0,7.97,0,11.71,3,0,861,22,0,226,0,613
2013,7,AS,Alaska Airlines Inc.,SIT,"Sitka, AK: Sitka Rocky Gutierrez",154,21,1.95,0,6.59,0,12.46,0,0,916,40,0,178,0,698
2013,7,AS,Alaska Airlines Inc.,BRW,"Barrow, AK: Wiley Post/Will Rogers Memorial",80,13,0.97,0.88,6.5,0,4.65,1,4,581,24,21,132,0,404
2013,7,AS,Alaska Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",31,3,0.61,0,1.76,0,0.63,0,0,102,28,0,48,0,26
2013,7,AS,Alaska Airlines Inc.,CDV,"Cordova, AK: Merle K Mudhole Smith",62,6,0.65,0,1.67,0,3.68,0,0,232,11,0,37,0,184
2013,7,AS,Alaska Airlines Inc.,AKN,"King Salmon, AK: King Salmon Airport",31,2,0.5,0,0.56,0,0.94,0,0,35,9,0,10,0,16
2013,7,AS,Alaska Airlines Inc.,PHL,"Philadelphia, PA: Philadelphia International",31,8,0,1,7,0,0,0,0,335,0,59,276,0,0
2013,7,AS,Alaska Airlines Inc.,MCI,"Kansas City, MO: Kansas City International",31,5,1.78,0,3.22,0,0,0,0,170,107,0,63,0,0
2013,7,AS,Alaska Airlines Inc.,GST,"Gustavus, AK: Gustavus Airport",31,6,0.47,0,1.21,0,4.31,2,0,259,8,0,25,0,226
2013,7,AS,Alaska Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",62,11,0,1,9.13,0,0.87,0,0,454,0,87,354,0,13
2013,7,AS,Alaska Airlines Inc.,KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",62,10,3.18,0,6.22,0,0.6,2,1,269,123,0,134,0,12
2013,7,AS,Alaska Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",62,6,0.7,0,4.83,0,0.48,0,0,126,16,0,99,0,11
2013,7,AS,Alaska Airlines Inc.,ADQ,"Kodiak, AK: Kodiak Airport",56,5,2.79,1,0.21,0,1,2,0,286,158,106,5,0,17
2013,7,AS,Alaska Airlines Inc.,SAT,"San Antonio, TX: San Antonio International",31,8,2,0,6,0,0,0,0,172,67,0,105,0,0
2013,7,AS,Alaska Airlines Inc.,DLG,"Dillingham, AK: Dillingham Airport",31,8,2.14,0,0.45,0,5.4,1,0,389,157,0,16,0,216
2013,7,AS,Alaska Airlines Inc.,ADK,"Adak Island, AK: Adak",8,1,0,0,0.26,0,0.74,0,0,23,0,0,6,0,17
2013,7,AS,Alaska Airlines Inc.,TUS,"Tucson, AZ: Tucson International",31,9,1.39,0,4.18,0,3.43,0,0,206,35,0,100,0,71
2013,8,AS,Alaska Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",4504,578,126.31,6.61,219.01,4.68,221.39,16,3,27040,8823,471,6019,123,11604
2013,8,AS,Alaska Airlines Inc.,OGG,"Kahului, HI: Kahului Airport",234,33,9.05,0.72,21.54,0,1.68,0,0,950,388,34,482,0,46
2013,8,AS,Alaska Airlines Inc.,HNL,"Honolulu, HI: Daniel K Inouye International",265,33,3.9,1,26.83,0,1.26,0,0,794,101,34,614,0,45
2013,8,AS,Alaska Airlines Inc.,PDX,"Portland, OR: Portland International",961,126,27.99,1.71,56.83,1,38.47,2,0,5655,1444,154,1658,17,2382
2013,8,AS,Alaska Airlines Inc.,SAN,"San Diego, CA: San Diego International",543,82,12.48,0,56.15,0.32,13.05,0,1,2586,854,0,1320,6,406
2013,8,AS,Alaska Airlines Inc.,STL,"St. Louis, MO: St Louis Lambert International",31,1,1,0,0,0,0,0,0,15,15,0,0,0,0
2013,8,AS,Alaska Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",186,43,14.59,0,26.59,0,1.82,0,0,1472,738,0,680,0,54
2013,8,AS,Alaska Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",423,67,15.41,0.45,45.8,0,5.34,0,1,2276,642,17,1139,0,478
2013,8,AS,Alaska Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",637,128,26.09,1.54,89.46,1.12,9.79,0,0,4400,1719,61,1998,28,594
2013,8,AS,Alaska Airlines Inc.,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",304,29,12.38,0,15.22,0,1.41,2,0,772,401,0,335,0,36
2013,8,AS,Alaska Airlines Inc.,OAK,"Oakland, CA: Metropolitan Oakland International",217,25,6.08,0.97,12.24,0.79,4.92,0,0,749,303,84,228,15,119
2013,8,AS,Alaska Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",381,142,10.59,13.16,106.64,0.45,11.17,0,0,8739,554,1209,6451,15,510
2013,8,AS,Alaska Airlines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",349,63,11.42,0.39,36.97,0,14.22,0,1,1784,452,9,825,0,498
2013,8,AS,Alaska Airlines Inc.,OME,"Nome, AK: Nome Airport",86,12,1.65,1,2.45,0,6.9,0,1,517,52,36,62,0,367
2013,8,AS,Alaska Airlines Inc.,ANC,"Anchorage, AK: Ted Stevens Anchorage International",1514,185,50.44,2.09,50,6.45,76.02,22,1,8875,2475,70,1403,176,4751
2013,8,AS,Alaska Airlines Inc.,DEN,"Denver, CO: Denver International",178,21,1.75,0,17.25,0,2,0,1,545,44,0,435,0,66
2013,8,AS,Alaska Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",150,20,4.54,1.53,11.63,0,2.3,0,0,806,257,45,425,0,79
2013,8,AS,Alaska Airlines Inc.,FAI,"Fairbanks, AK: Fairbanks International",367,35,15.01,0.84,7.1,0,12.05,3,1,1775,614,47,200,0,914
2013,8,AS,Alaska Airlines Inc.,JNU,"Juneau, AK: Juneau International",484,59,18.58,5.21,10.96,3.07,21.18,4,2,3382,1713,239,300,81,1049
2013,8,AS,Alaska Airlines Inc.,CDV,"Cordova, AK: Merle K Mudhole Smith",62,8,3.58,1,1.48,0,1.94,1,0,373,142,30,31,0,170
2013,8,AS,Alaska Airlines Inc.,SCC,"Deadhorse, AK: Deadhorse Airport",80,21,6.81,3.88,5.14,0,5.17,1,3,1464,822,342,153,0,147
2013,8,AS,Alaska Airlines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",31,2,1,0,0.44,0,0.56,0,0,95,68,0,12,0,15
2013,8,AS,Alaska Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",62,13,2,2.69,6.31,0,2,0,0,759,189,143,389,0,38
2013,8,AS,Alaska Airlines Inc.,KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",62,5,1,0,3.35,0,0.65,0,0,121,35,0,69,0,17
2013,8,AS,Alaska Airlines Inc.,BOS,"Boston, MA: Logan International",147,18,4.82,0,10.18,0,3,0,0,538,143,0,259,0,136
2013,8,AS,Alaska Airlines Inc.,BLI,"Bellingham, WA: Bellingham International",58,11,2.76,0,8.24,0,0,0,0,291,129,0,162,0,0
2013,8,AS,Alaska Airlines Inc.,KTN,"Ketchikan, AK: Ketchikan International",235,23,8.35,0.86,6.11,0,7.68,0,0,827,400,25,107,0,295
2013,8,AS,Alaska Airlines Inc.,PSG,"Petersburg, AK: Petersburg James A Johnson",62,13,3.95,0,0.89,0,8.16,1,1,689,174,0,52,0,463
2013,8,AS,Alaska Airlines Inc.,WRG,"Wrangell, AK: Wrangell Airport",62,13,2.33,4.02,1.95,0,4.7,0,1,777,168,342,85,0,182
2013,8,AS,Alaska Airlines Inc.,PHL,"Philadelphia, PA: Philadelphia International",31,3,0,0,3,0,0,0,0,227,0,0,227,0,0
2013,8,AS,Alaska Airlines Inc.,LIH,"Lihue, HI: Lihue Airport",91,8,3.52,0,4.48,0,0,0,0,240,149,0,91,0,0
2013,8,AS,Alaska Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",93,11,2,0,8.05,0,0.95,1,1,299,64,0,181,0,54
2013,8,AS,Alaska Airlines Inc.,BUR,"Burbank, CA: Bob Hope",92,9,2.26,0,5.74,0,1,0,0,357,119,0,112,0,126
2013,8,AS,Alaska Airlines Inc.,ONT,"Ontario, CA: Ontario International",92,23,4.59,0,14.26,0,4.16,1,0,733,262,0,344,0,127
2013,8,AS,Alaska Airlines Inc.,PSP,"Palm Springs, CA: Palm Springs International",66,26,1.61,0.03,6.59,0,17.77,0,0,1312,49,4,181,0,1078
2013,8,AS,Alaska Airlines Inc.,OTZ,"Kotzebue, AK: Ralph Wien Memorial",86,11,7.7,0,1.51,0,1.79,0,0,481,346,0,30,0,105
2013,8,AS,Alaska Airlines Inc.,BET,"Bethel, AK: Bethel Airport",84,6,2.86,0,0.48,0,2.65,0,0,312,136,0,22,0,154
2013,8,AS,Alaska Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",62,9,4.87,0,3.75,0,0.38,0,0,648,536,0,104,0,8
2013,8,AS,Alaska Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",123,7,2.21,0,3.83,0,0.95,0,0,230,95,0,115,0,20
2013,8,AS,Alaska Airlines Inc.,GEG,"Spokane, WA: Spokane International",93,14,8.24,0,3.04,1,1.73,0,0,425,274,0,88,17,46
2013,8,AS,Alaska Airlines Inc.,ADK,"Adak Island, AK: Adak",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,8,AS,Alaska Airlines Inc.,YAK,"Yakutat, AK: Yakutat Airport",62,5,0.07,0,0.16,0,4.77,1,1,295,4,0,10,0,281
2013,8,AS,Alaska Airlines Inc.,BRW,"Barrow, AK: Wiley Post/Will Rogers Memorial",81,26,5.41,0.85,7.04,0.31,12.39,1,1,1892,137,50,189,5,1511
2013,8,AS,Alaska Airlines Inc.,MCO,"Orlando, FL: Orlando International",64,10,1.34,0,7.28,0,1.38,0,1,285,86,0,151,0,48
2013,8,AS,Alaska Airlines Inc.,MCI,"Kansas City, MO: Kansas City International",31,6,2.6,0,2.68,0,0.72,0,0,280,190,0,72,0,18
2013,8,AS,Alaska Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",61,5,2.56,0,2.44,0,0,0,1,171,95,0,76,0,0
2013,8,AS,Alaska Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",31,6,3.87,0,2.13,0,0,0,0,492,429,0,63,0,0
2013,8,AS,Alaska Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",31,8,0.6,0,6.4,0,1,0,0,248,16,0,148,0,84
2013,8,AS,Alaska Airlines Inc.,SMF,"Sacramento, CA: Sacramento International",178,25,5.46,0,17.34,0,2.21,0,0,656,245,0,370,0,41
2013,8,AS,Alaska Airlines Inc.,DLG,"Dillingham, AK: Dillingham Airport",24,6,1.42,0,2.37,0,2.21,0,0,189,68,0,60,0,61
2013,8,AS,Alaska Airlines Inc.,GST,"Gustavus, AK: Gustavus Airport",24,1,0,0,1,0,0,1,0,29,0,0,29,0,0
2013,8,AS,Alaska Airlines Inc.,SIT,"Sitka, AK: Sitka Rocky Gutierrez",155,18,6.46,0,5.16,0,6.38,2,1,589,168,0,139,0,282
